customer_id,age_group,customer_tenure_months,customer_tier,industry,region,annual_spend_usd,engagement_score,preferred_channel,interaction_date,interaction_channel,issue_category,first_contact_resolution,response_time_hours,satisfaction_score,escalation_level,sentiment_score,idea_submitted_by,idea_submission_date,idea_category,expected_impact,development_timeline_months,required_budget_usd,risk_level,customer_driven_idea,implementation_status,implementation_start_date,implementation_completion_date,actual_budget_usd,success_metrics,roi_multiplier,customer_impact_score,business_value_score,innovation_efficiency_ratio,customer_loyalty_index,employee_engagement_score,market_impact_scope,total_innovation_value,customer_lifetime_value,efficiency_score,idea_to_implementation_days,budget_variance,performance_tier
CUST_852,55+,101,Gold,Manufacturing,Georgia,26600.94,25,In-Person,2025-06-03,Phone,Product Feature,False,51.3,4,1,-0.19,Employee,2025-09-02,Product Improvement,Low,17,27346.42,Medium,True,Approved,,,55445.15,,2.81,5.0,6.0,0.39,4,6,Global,0.0,223891.24,0.35,,1.028,Low Performance
CUST_853,36-45,11,Platinum,Healthcare,Kiribati,27994.73,23,Phone,2025-08-28,Chat,Billing,True,38.6,3,3,0.59,AI Analysis,2025-09-22,Process Optimization,Medium,15,18038.23,Medium,True,In Development,,,55445.15,,2.81,5.0,6.0,0.8,1,2,Local,0.0,25661.84,0.38,,2.074,Low Performance
CUST_854,26-35,32,Gold,Technology,Micronesia,14729.94,74,Phone,2025-07-17,Help Desk,Billing,True,43.8,4,2,-0.66,AI Analysis,2025-06-30,Product Improvement,High,14,40451.69,Medium,False,Under Review,,,55445.15,,2.81,5.0,6.0,0.87,6,7,Local,0.0,39279.84,0.74,,0.371,High Performance
CUST_855,26-35,9,Platinum,Finance,Puerto Rico,32527.29,3,Phone,2025-05-09,Help Desk,Billing,True,53.2,1,3,-0.56,Management,2025-08-25,Process Optimization,Low,20,18586.02,Low,False,Under Review,,,55445.15,,2.81,5.0,6.0,0.17,10,4,Regional,0.0,24395.47,0.4,,1.983,Medium Performance
CUST_856,18-25,89,Basic,Retail,Iceland,48271.98,68,Phone,2025-08-22,Social Media,Account Management,True,23.4,3,2,-0.78,AI Analysis,2025-08-20,Product Improvement,Medium,14,87160.53,Medium,False,Completed,2025-11-21,2025-11-21,101803.94,Partially Met,0.55,10.0,6.0,0.28,3,4,Regional,26549.59,358017.19,0.42,93.0,0.168,Medium Performance
CUST_857,46-55,12,Platinum,Retail,Bhutan,33122.22,29,Email,2025-04-05,Phone,Technical Support,False,8.7,5,2,-0.43,Customer,2025-09-25,Technology Upgrade,Medium,5,93930.43,High,True,Completed,2025-11-14,2025-11-26,93293.14,Partially Met,1.02,4.0,8.0,0.24,8,7,Global,33784.66,33122.22,0.44,62.0,-0.007,Medium Performance
CUST_858,36-45,62,Platinum,Technology,Qatar,21388.5,89,Phone,2025-11-28,Chat,Complaint,False,13.4,1,2,0.76,Customer,2025-07-01,Technology Upgrade,Medium,11,10908.59,High,False,Completed,2025-09-03,2025-09-26,9387.71,Below Targets,3.29,10.0,4.0,0.24,3,1,Local,70368.16,110507.25,0.48,87.0,-0.139,Medium Performance
CUST_859,36-45,72,Silver,Retail,Canada,15728.8,99,Chat,2025-09-13,Email,Account Management,True,16.2,3,2,0.56,Employee,2025-07-25,Service Innovation,Medium,19,26297.31,High,True,Completed,2025-09-07,2025-11-11,37129.24,Partially Met,3.85,7.0,3.0,0.43,10,1,Regional,60555.88,94372.8,0.81,109.0,0.412,High Performance
CUST_860,46-55,23,Silver,Education,Germany,21976.74,91,Chat,2025-01-28,Email,Suggestion,True,70.5,1,3,-0.32,Management,2025-08-09,Customer Experience,Medium,24,94417.04,Low,True,Completed,2025-11-14,2025-11-26,93942.03,Partially Met,4.01,10.0,1.0,0.77,1,10,Local,88126.73,42122.09,0.59,109.0,-0.005,Medium Performance
CUST_861,46-55,69,Basic,Finance,Lithuania,33762.1,7,Chat,2025-02-25,Social Media,Suggestion,False,53.2,3,1,-0.09,Management,2025-06-03,Customer Experience,High,15,6071.7,High,False,Completed,2025-07-27,2025-09-06,8055.38,Partially Met,4.45,5.0,7.0,0.78,3,7,Local,150241.35,194132.07,0.38,95.0,0.327,Low Performance
CUST_862,46-55,71,Basic,Finance,Bahrain,33126.52,89,Email,2025-09-22,Help Desk,Product Feature,True,67.6,2,2,-0.05,Employee,2025-10-24,Service Innovation,High,1,77930.03,Medium,False,Completed,2025-11-02,2025-11-11,87133.21,Below Targets,0.59,4.0,6.0,0.43,7,1,Regional,19544.65,195998.58,0.67,18.0,0.118,Medium Performance
CUST_863,18-25,30,Silver,Retail,Honduras,13716.95,55,In-Person,2025-09-17,Help Desk,Technical Support,True,2.4,4,3,-0.12,Employee,2025-07-01,Product Improvement,Medium,16,70383.46,Low,True,Completed,2025-10-11,2025-10-17,65343.09,Below Targets,4.5,8.0,10.0,0.61,2,10,Local,61726.28,34292.38,0.45,108.0,-0.072,Medium Performance
CUST_864,55+,58,Platinum,Finance,French Polynesia,11292.48,98,Chat,2025-08-01,Help Desk,Billing,False,34.2,2,3,-0.17,Management,2025-11-05,Process Optimization,Low,17,69666.35,High,False,Under Review,,,55445.15,,2.81,5.0,6.0,0.69,6,6,Local,0.0,54580.32,0.76,,-0.204,High Performance
CUST_865,36-45,74,Silver,Healthcare,Venezuela,41507.57,89,Social Media,2024-12-25,Email,Product Feature,False,55.2,1,3,0.73,AI Analysis,2025-08-11,Product Improvement,Medium,13,21387.34,Low,True,Approved,,,55445.15,,2.81,5.0,6.0,0.56,1,8,Local,0.0,255963.35,0.52,,1.592,Medium Performance
CUST_866,55+,75,Silver,Education,Nicaragua,42045.62,11,In-Person,2025-04-18,Help Desk,Technical Support,False,9.1,2,2,0.4,Employee,2025-11-19,Process Optimization,Medium,3,46296.57,Low,False,In Development,,,55445.15,,2.81,5.0,6.0,0.59,3,7,Global,0.0,262785.12,0.33,,0.198,Low Performance
CUST_867,36-45,21,Basic,Healthcare,Romania,36039.18,76,In-Person,2024-12-03,Phone,Billing,True,69.0,3,3,0.98,Customer,2025-06-21,Product Improvement,Medium,12,77733.65,High,False,Rejected,,,55445.15,,2.81,5.0,6.0,0.58,2,10,Regional,0.0,63068.57,0.51,,-0.287,Medium Performance
CUST_868,55+,57,Silver,Technology,Ethiopia,18709.29,78,In-Person,2024-12-27,Phone,Product Feature,True,40.6,5,3,0.55,Employee,2025-10-18,Product Improvement,Low,5,78498.19,High,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.43,9,1,Regional,0.0,88869.13,0.7,,-0.294,High Performance
CUST_869,46-55,83,Gold,Manufacturing,Korea,11478.8,15,Chat,2025-02-03,Help Desk,Complaint,True,7.9,3,3,0.84,Employee,2025-08-15,Service Innovation,High,11,1145.8,Medium,True,Completed,2025-11-12,2025-11-15,960.27,Met Targets,2.36,5.0,1.0,0.46,1,4,Local,27089.97,79395.03,0.24,92.0,-0.162,Low Performance
CUST_870,55+,81,Basic,Education,South Africa,32210.78,9,Social Media,2025-06-25,Phone,Account Management,True,38.3,5,2,0.1,Management,2025-08-14,Customer Experience,Low,11,75474.33,Low,True,In Development,,,55445.15,,2.81,5.0,6.0,0.86,3,8,Global,0.0,217422.76,0.42,,-0.265,Medium Performance
CUST_871,36-45,12,Basic,Retail,Albania,27221.93,55,In-Person,2025-11-16,Email,Suggestion,False,61.9,2,2,-0.19,Employee,2025-10-15,Product Improvement,Low,2,53507.99,Low,True,Rejected,,,55445.15,,2.81,5.0,6.0,0.15,3,7,Local,0.0,27221.93,0.33,,0.036,Low Performance
CUST_872,36-45,36,Gold,Healthcare,Cote d'Ivoire,16640.15,77,Social Media,2025-10-21,Phone,Suggestion,False,24.4,5,3,0.64,AI Analysis,2025-09-07,Product Improvement,High,6,2084.25,High,False,Approved,,,55445.15,,2.81,5.0,6.0,0.34,6,4,Regional,0.0,49920.45,0.57,,25.602,Medium Performance
CUST_873,55+,3,Basic,Healthcare,Japan,47862.81,59,Chat,2025-04-20,Phone,Billing,True,39.9,3,3,-0.1,Customer,2025-08-09,Process Optimization,Low,13,65253.49,Medium,True,Completed,2025-10-18,2025-11-28,86653.38,Met Targets,2.19,3.0,5.0,0.13,6,4,Global,104819.55,11965.7,0.44,111.0,0.328,Medium Performance
CUST_874,46-55,33,Basic,Manufacturing,British Virgin Islands,26873.03,57,Chat,2025-01-05,Chat,Suggestion,True,69.9,4,3,-0.46,Employee,2025-09-13,Product Improvement,Medium,23,57425.6,Medium,True,In Development,,,55445.15,,2.81,5.0,6.0,0.85,7,7,Local,0.0,73900.83,0.71,,-0.034,High Performance
CUST_875,26-35,17,Silver,Retail,Armenia,2402.8,52,Social Media,2025-11-21,Help Desk,Complaint,False,20.8,1,1,-0.25,Management,2025-08-25,Service Innovation,Medium,22,90602.87,Low,True,Approved,,,55445.15,,2.81,5.0,6.0,0.58,7,3,Local,0.0,3403.97,0.6,,-0.388,Medium Performance
CUST_876,46-55,73,Silver,Technology,Grenada,19499.67,51,Email,2025-10-09,Social Media,Complaint,False,13.1,3,2,0.22,Employee,2025-10-10,Service Innovation,Low,20,79321.43,High,True,Completed,2025-11-11,2025-11-21,105183.94,Below Targets,4.39,7.0,9.0,0.51,8,8,Global,85603.55,118622.99,0.61,42.0,0.326,Medium Performance
CUST_877,26-35,48,Platinum,Technology,Dominican Republic,15404.84,32,Chat,2025-07-02,Help Desk,Technical Support,True,37.9,3,3,0.63,Customer,2025-08-16,Customer Experience,High,20,53260.14,Low,True,Completed,2025-09-20,2025-11-03,47307.7,Exceeded Targets,0.63,2.0,5.0,0.34,8,7,Local,9705.05,61619.36,0.49,79.0,-0.112,Medium Performance
CUST_878,55+,93,Basic,Finance,Netherlands,37188.97,85,Phone,2025-01-29,Email,Product Feature,True,16.1,1,1,-0.59,AI Analysis,2025-10-01,Customer Experience,High,21,84518.03,Medium,True,Completed,2025-10-08,2025-11-06,103875.05,Below Targets,3.4,7.0,5.0,0.23,3,5,Local,126442.5,288214.52,0.46,36.0,0.229,Medium Performance
CUST_879,36-45,80,Silver,Technology,Saint Vincent and the Grenadines,26170.21,30,Chat,2025-09-02,Phone,Billing,False,71.5,4,3,0.88,Customer,2025-10-15,Service Innovation,Medium,18,90668.66,Medium,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.62,6,7,Global,0.0,174468.07,0.51,,-0.388,Medium Performance
CUST_880,26-35,113,Basic,Technology,Togo,23955.97,47,Phone,2025-06-06,Email,Account Management,False,29.7,5,2,0.14,AI Analysis,2025-08-10,Process Optimization,Low,24,64553.57,Medium,True,Completed,2025-10-06,2025-10-25,87585.11,Partially Met,2.71,2.0,3.0,0.35,2,4,Regional,64920.68,225585.38,0.34,76.0,0.357,Low Performance
CUST_881,55+,41,Platinum,Technology,Lebanon,1130.27,64,Social Media,2025-02-07,Social Media,Technical Support,True,5.7,3,1,-0.55,Customer,2025-09-24,Service Innovation,Low,6,96633.82,Low,False,Under Review,,,55445.15,,2.81,5.0,6.0,0.57,9,8,Local,0.0,3861.76,0.7,,-0.426,High Performance
CUST_882,26-35,59,Basic,Healthcare,Peru,15264.36,24,Chat,2025-03-07,Chat,Product Feature,False,21.0,5,1,0.56,AI Analysis,2025-08-25,Technology Upgrade,High,15,75229.45,High,False,Approved,,,55445.15,,2.81,5.0,6.0,0.35,2,1,Global,0.0,75049.77,0.26,,-0.263,Low Performance
CUST_883,46-55,53,Gold,Technology,Anguilla,38980.91,78,Email,2025-04-30,Social Media,Suggestion,True,70.4,5,2,-0.82,Employee,2025-06-15,Process Optimization,Low,19,35364.21,Medium,False,Completed,2025-07-20,2025-09-03,52343.29,Exceeded Targets,3.22,2.0,9.0,0.74,9,1,Regional,125518.53,172165.69,0.81,80.0,0.48,High Performance
CUST_884,36-45,70,Basic,Manufacturing,Saint Helena,36962.0,13,Chat,2025-07-07,Social Media,Product Feature,False,51.9,5,2,0.34,Employee,2025-07-23,Service Innovation,Low,4,92260.72,Low,False,Under Review,,,55445.15,,2.81,5.0,6.0,0.14,1,10,Local,0.0,215611.67,0.12,,-0.399,Low Performance
CUST_885,18-25,92,Gold,Finance,Benin,44693.03,16,In-Person,2025-02-22,Chat,Billing,True,43.7,5,1,-0.64,Customer,2025-07-28,Process Optimization,Low,13,39971.97,Low,True,Completed,2025-08-23,2025-11-01,42379.19,Below Targets,3.58,5.0,1.0,0.63,9,9,Local,160001.05,342646.56,0.56,96.0,0.06,Medium Performance
CUST_886,26-35,51,Gold,Healthcare,Malaysia,30599.98,44,Email,2024-12-15,Social Media,Product Feature,False,51.2,2,1,0.44,Management,2025-10-31,Technology Upgrade,High,7,6493.88,Low,False,Completed,2025-11-23,2025-11-25,9058.98,Exceeded Targets,3.93,7.0,8.0,0.13,10,9,Regional,120257.92,130049.91,0.52,25.0,0.395,Medium Performance
CUST_887,18-25,77,Silver,Technology,Hungary,48962.87,92,Email,2025-08-03,Help Desk,Suggestion,True,39.2,3,1,-0.84,Employee,2025-11-07,Process Optimization,Medium,13,10925.74,Medium,False,Under Review,,,55445.15,,2.81,5.0,6.0,0.37,7,4,Local,0.0,314178.42,0.66,,4.075,Medium Performance
CUST_888,18-25,15,Platinum,Technology,Saint Martin,15115.8,59,Phone,2025-06-13,Phone,Billing,False,16.7,4,3,-0.99,AI Analysis,2025-07-07,Customer Experience,Medium,23,28573.08,Medium,True,Approved,,,55445.15,,2.81,5.0,6.0,0.83,4,2,Regional,0.0,18894.75,0.61,,0.94,Medium Performance
CUST_889,18-25,38,Platinum,Manufacturing,Kenya,4134.72,80,In-Person,2025-09-24,Chat,Suggestion,True,41.7,4,2,0.61,AI Analysis,2025-06-05,Process Optimization,Medium,6,25571.52,High,False,In Development,,,55445.15,,2.81,5.0,6.0,0.29,1,3,Global,0.0,13093.28,0.4,,1.168,Medium Performance
CUST_890,46-55,10,Gold,Technology,Jordan,6922.12,63,In-Person,2025-01-11,Social Media,Billing,True,65.3,5,2,-0.9,Customer,2025-10-19,Technology Upgrade,High,2,40226.44,Low,False,In Development,,,55445.15,,2.81,5.0,6.0,0.14,9,2,Global,0.0,5768.43,0.56,,0.378,Medium Performance
CUST_891,46-55,35,Basic,Education,Ukraine,27478.42,16,Email,2025-05-29,Phone,Complaint,True,42.9,2,1,0.61,Employee,2025-11-24,Product Improvement,High,12,14390.31,High,False,Completed,2025-11-24,2025-11-27,18448.26,Below Targets,3.91,10.0,8.0,0.66,6,4,Local,107440.62,80145.39,0.47,3.0,0.282,Medium Performance
CUST_892,55+,84,Silver,Retail,Albania,2562.17,80,In-Person,2025-04-05,Social Media,Billing,True,62.2,4,2,0.83,AI Analysis,2025-11-20,Customer Experience,Low,11,26521.17,Medium,True,Completed,2025-11-24,2025-11-25,26523.32,Partially Met,3.62,6.0,4.0,0.51,2,9,Local,9275.06,17935.19,0.5,5.0,0.0,Medium Performance
CUST_893,55+,16,Platinum,Finance,Svalbard & Jan Mayen Islands,31647.9,68,Phone,2025-11-19,Chat,Product Feature,False,29.0,4,1,0.73,Management,2025-09-11,Process Optimization,High,16,62036.57,Low,False,Rejected,,,55445.15,,2.81,5.0,6.0,0.11,7,2,Regional,0.0,42197.2,0.5,,-0.106,Medium Performance
CUST_894,26-35,40,Platinum,Technology,Luxembourg,22658.42,38,Social Media,2025-09-12,Phone,Account Management,False,1.6,2,2,0.6,Customer,2025-07-20,Customer Experience,Low,12,3690.14,Medium,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.45,2,7,Regional,0.0,75528.07,0.34,,14.025,Low Performance
CUST_895,18-25,41,Platinum,Technology,Christmas Island,17669.62,57,In-Person,2025-02-25,Email,Product Feature,True,13.3,3,1,-0.58,Management,2025-07-11,Customer Experience,Medium,19,27269.48,High,False,In Development,,,55445.15,,2.81,5.0,6.0,0.27,6,8,Global,0.0,60371.2,0.48,,1.033,Medium Performance
CUST_896,18-25,41,Platinum,Technology,Guyana,28847.14,95,Email,2025-01-29,Help Desk,Suggestion,False,31.6,3,3,-0.19,Employee,2025-11-16,Technology Upgrade,Medium,13,88632.3,High,True,Completed,2025-11-16,2025-11-18,90900.26,Below Targets,1.69,9.0,8.0,0.42,1,6,Global,48751.67,98561.06,0.49,2.0,0.026,Medium Performance
CUST_897,46-55,7,Silver,Healthcare,Namibia,49694.11,89,Social Media,2025-04-26,Social Media,Suggestion,True,39.3,2,1,0.61,Customer,2025-07-28,Service Innovation,High,6,3527.81,Medium,False,Approved,,,55445.15,,2.81,5.0,6.0,0.25,3,10,Global,0.0,28988.23,0.48,,14.717,Medium Performance
CUST_898,46-55,28,Silver,Healthcare,Netherlands Antilles,28493.36,52,Chat,2025-02-12,Chat,Billing,True,62.6,2,2,-0.52,Employee,2025-10-09,Technology Upgrade,Medium,13,62113.84,High,True,Completed,2025-10-23,2025-11-03,68791.53,Met Targets,3.3,3.0,4.0,0.68,6,3,Local,94028.09,66484.51,0.6,25.0,0.108,Medium Performance
CUST_899,26-35,31,Silver,Technology,Tonga,28973.97,33,Email,2025-09-09,Email,Account Management,True,16.8,2,3,-0.44,Employee,2025-07-05,Process Optimization,Medium,16,66324.45,High,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.74,8,6,Regional,0.0,74849.42,0.62,,-0.164,Medium Performance
CUST_900,18-25,43,Gold,Manufacturing,Cook Islands,17433.78,50,Email,2025-11-04,Social Media,Product Feature,False,41.1,5,3,-0.86,Employee,2025-08-31,Product Improvement,High,1,71945.48,Medium,False,Approved,,,55445.15,,2.81,5.0,6.0,0.64,3,7,Global,0.0,62471.04,0.48,,-0.229,Medium Performance
CUST_901,26-35,117,Silver,Retail,Benin,22745.32,60,Phone,2025-07-21,Phone,Billing,False,63.9,5,3,0.92,AI Analysis,2025-09-05,Technology Upgrade,Medium,24,48336.1,Medium,True,Completed,2025-09-19,2025-11-22,50900.54,Met Targets,2.2,1.0,6.0,0.59,3,10,Global,50039.7,221766.87,0.5,78.0,0.053,Medium Performance
CUST_902,36-45,18,Gold,Technology,Mozambique,36532.34,5,Social Media,2025-06-21,Chat,Suggestion,True,10.0,4,2,-0.96,AI Analysis,2025-07-20,Technology Upgrade,Medium,17,17533.44,Medium,False,Completed,2025-09-25,2025-11-11,21012.46,Exceeded Targets,4.29,7.0,3.0,0.11,1,4,Global,156723.74,54798.51,0.09,114.0,0.198,Low Performance
CUST_903,46-55,25,Gold,Manufacturing,Palestinian Territory,42424.0,52,Chat,2025-11-03,Social Media,Suggestion,True,20.7,4,2,-0.37,AI Analysis,2025-06-29,Service Innovation,High,4,52749.14,Low,False,In Development,,,55445.15,,2.81,5.0,6.0,0.77,10,2,Regional,0.0,88383.33,0.76,,0.051,High Performance
CUST_904,55+,117,Platinum,Technology,Mongolia,29669.23,80,Chat,2025-09-30,Chat,Billing,False,43.2,2,1,0.65,AI Analysis,2025-08-26,Customer Experience,High,5,14047.02,Low,False,Under Review,,,55445.15,,2.81,5.0,6.0,0.2,3,9,Global,0.0,289274.99,0.43,,2.947,Medium Performance
CUST_905,55+,104,Basic,Manufacturing,Kazakhstan,43417.69,14,Chat,2025-11-12,Help Desk,Product Feature,False,16.8,1,1,0.4,Employee,2025-07-28,Technology Upgrade,Medium,24,70202.17,Low,True,In Development,,,55445.15,,2.81,5.0,6.0,0.85,5,3,Global,0.0,376286.65,0.5,,-0.21,Medium Performance
CUST_906,26-35,44,Platinum,Manufacturing,Turkey,23324.21,65,Social Media,2025-06-16,Email,Complaint,True,65.5,2,1,-0.1,AI Analysis,2025-09-03,Product Improvement,Medium,22,55118.9,Medium,True,Completed,2025-11-18,2025-11-22,46004.06,Exceeded Targets,4.94,4.0,5.0,0.56,6,7,Regional,115221.6,85522.1,0.6,80.0,-0.165,Medium Performance
CUST_907,46-55,96,Gold,Retail,Oman,1712.82,87,Chat,2025-04-28,Help Desk,Account Management,False,45.1,5,2,-0.61,Employee,2025-06-10,Product Improvement,Low,15,16262.36,Medium,True,Completed,2025-08-02,2025-09-12,19191.25,Met Targets,2.38,7.0,7.0,0.21,2,7,Regional,4076.51,13702.56,0.43,94.0,0.18,Medium Performance
CUST_908,36-45,116,Gold,Manufacturing,United States of America,22756.12,65,Social Media,2025-01-12,Chat,Product Feature,False,48.1,5,2,-0.36,Management,2025-10-08,Technology Upgrade,Medium,4,99128.61,Low,False,In Development,,,55445.15,,2.81,5.0,6.0,0.1,1,7,Global,0.0,219975.83,0.28,,-0.441,Low Performance
CUST_909,46-55,44,Platinum,Education,Burkina Faso,42863.89,38,Email,2025-11-05,Chat,Billing,False,27.9,3,2,-0.79,Employee,2025-08-18,Customer Experience,Medium,9,7802.4,High,False,Under Review,,,55445.15,,2.81,5.0,6.0,0.21,4,4,Global,0.0,157167.6,0.33,,6.106,Low Performance
CUST_910,46-55,117,Platinum,Technology,Brazil,25871.66,30,Chat,2025-09-10,Social Media,Billing,True,32.9,2,2,-0.61,Management,2025-09-25,Customer Experience,High,7,51756.76,Medium,True,Completed,2025-11-28,2025-11-28,70291.87,Partially Met,3.79,9.0,10.0,0.69,4,1,Global,98053.59,252248.68,0.46,64.0,0.358,Medium Performance
CUST_911,36-45,96,Basic,Healthcare,Cocos (Keeling) Islands,13821.18,75,Email,2025-05-23,Help Desk,Account Management,True,59.4,4,3,-0.03,AI Analysis,2025-08-11,Process Optimization,Medium,11,99013.23,High,False,Completed,2025-11-05,2025-11-27,104340.63,Partially Met,2.87,5.0,6.0,0.83,8,4,Regional,39666.79,110569.44,0.79,108.0,0.054,High Performance
CUST_912,46-55,97,Platinum,Finance,Samoa,49398.93,2,In-Person,2025-01-20,Chat,Account Management,True,41.5,1,2,0.17,Customer,2025-10-24,Process Optimization,Low,14,1107.89,High,False,Completed,2025-11-26,2025-11-28,1390.92,Exceeded Targets,4.11,2.0,6.0,0.83,10,3,Regional,203029.6,399308.02,0.62,35.0,0.255,Medium Performance
CUST_913,55+,36,Basic,Retail,Nicaragua,9964.89,40,Phone,2025-11-09,Email,Technical Support,True,40.8,4,3,-0.08,Management,2025-08-06,Service Innovation,Medium,15,36894.84,Medium,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.51,7,5,Global,0.0,29894.67,0.54,,0.503,Medium Performance
CUST_914,55+,93,Silver,Healthcare,American Samoa,682.83,67,Phone,2025-01-25,Help Desk,Product Feature,False,50.3,3,1,0.14,Employee,2025-07-30,Process Optimization,Low,8,17663.21,Medium,True,In Development,,,55445.15,,2.81,5.0,6.0,0.68,7,10,Regional,0.0,5291.93,0.68,,2.139,Medium Performance
CUST_915,26-35,59,Platinum,Retail,Yemen,14980.51,67,Phone,2025-02-20,Email,Account Management,True,50.5,4,2,-0.64,Employee,2025-08-23,Product Improvement,Medium,3,98190.88,High,True,Approved,,,55445.15,,2.81,5.0,6.0,0.34,3,7,Regional,0.0,73654.17,0.44,,-0.435,Medium Performance
CUST_916,36-45,73,Gold,Retail,Togo,31331.45,76,Email,2025-08-21,Social Media,Technical Support,True,10.0,2,1,0.31,Customer,2025-10-11,Technology Upgrade,Low,17,94638.14,Low,True,Approved,,,55445.15,,2.81,5.0,6.0,0.48,10,1,Local,0.0,190599.65,0.75,,-0.414,High Performance
CUST_917,46-55,41,Gold,Manufacturing,Dominican Republic,27336.57,82,Social Media,2025-11-12,Email,Suggestion,False,58.4,4,3,-0.35,Management,2025-10-01,Product Improvement,Low,15,42651.21,Medium,False,Completed,2025-10-27,2025-11-27,49790.25,Exceeded Targets,4.29,4.0,8.0,0.51,6,10,Local,117273.89,93399.95,0.64,57.0,0.167,Medium Performance
CUST_918,36-45,64,Basic,Education,Iran,29261.03,48,In-Person,2025-02-23,Help Desk,Suggestion,False,12.5,5,1,0.01,AI Analysis,2025-07-11,Technology Upgrade,High,17,3262.56,Low,True,Rejected,,,55445.15,,2.81,5.0,6.0,0.16,4,10,Regional,0.0,156058.83,0.35,,15.994,Low Performance
CUST_919,18-25,24,Basic,Manufacturing,Libyan Arab Jamahiriya,39424.39,78,Email,2025-01-05,Chat,Suggestion,True,39.6,5,1,-0.69,AI Analysis,2025-11-11,Product Improvement,Low,5,81732.46,Low,False,Completed,2025-11-18,2025-11-18,88373.47,Exceeded Targets,4.43,1.0,8.0,0.57,4,8,Local,174650.05,78848.78,0.58,7.0,0.081,Medium Performance
CUST_920,55+,72,Silver,Retail,North Macedonia,27887.32,30,Phone,2025-04-22,Chat,Suggestion,False,47.8,5,2,0.84,Employee,2025-09-02,Customer Experience,High,14,49592.15,Medium,False,Approved,,,55445.15,,2.81,5.0,6.0,0.9,4,6,Regional,0.0,167323.92,0.53,,0.118,Medium Performance
CUST_921,46-55,2,Platinum,Retail,Denmark,12188.22,13,Phone,2025-10-12,Phone,Billing,False,24.0,1,3,0.69,Management,2025-11-01,Technology Upgrade,Low,2,36390.16,High,True,Approved,,,55445.15,,2.81,5.0,6.0,0.51,5,5,Local,0.0,2031.37,0.38,,0.524,Low Performance
CUST_922,36-45,48,Silver,Technology,Bhutan,48607.0,40,Email,2025-02-28,Chat,Account Management,True,47.1,1,1,0.87,Management,2025-09-06,Product Improvement,High,13,54039.66,Medium,True,Completed,2025-10-14,2025-10-15,71604.52,Exceeded Targets,3.85,10.0,8.0,0.8,8,10,Regional,187136.95,194428.0,0.67,39.0,0.325,Medium Performance
CUST_923,55+,7,Silver,Healthcare,Samoa,32121.07,39,Chat,2025-01-31,Chat,Account Management,False,19.3,4,3,0.62,Customer,2025-10-21,Process Optimization,Medium,24,85766.25,Medium,True,Completed,2025-11-09,2025-11-13,81696.68,Met Targets,3.26,8.0,4.0,0.71,9,4,Local,104714.69,18737.29,0.67,23.0,-0.047,Medium Performance
CUST_924,36-45,75,Platinum,Finance,French Southern Territories,22923.8,21,In-Person,2025-01-02,Phone,Suggestion,False,17.2,5,2,0.92,Employee,2025-09-24,Product Improvement,High,19,83156.77,Medium,False,In Development,,,55445.15,,2.81,5.0,6.0,0.61,4,4,Local,0.0,143273.75,0.41,,-0.333,Medium Performance
CUST_925,36-45,12,Platinum,Manufacturing,Italy,18955.99,71,Chat,2025-09-23,Chat,Complaint,True,42.2,4,1,0.89,Employee,2025-08-14,Customer Experience,Medium,13,84809.34,High,False,Completed,2025-08-28,2025-10-22,111016.17,Partially Met,3.84,10.0,6.0,0.54,2,8,Regional,72791.0,18955.99,0.48,69.0,0.309,Medium Performance
CUST_926,55+,15,Platinum,Technology,Saint Kitts and Nevis,22376.7,44,Email,2025-06-24,Phone,Technical Support,True,37.2,1,2,0.13,Customer,2025-09-29,Customer Experience,High,8,78985.83,Medium,False,Rejected,,,55445.15,,2.81,5.0,6.0,0.66,1,10,Regional,0.0,27970.88,0.4,,-0.298,Medium Performance
CUST_927,55+,27,Platinum,Retail,Suriname,14746.18,95,Phone,2025-11-09,Help Desk,Suggestion,True,38.8,3,3,0.27,Employee,2025-11-20,Process Optimization,High,5,43050.49,High,False,Under Review,,,55445.15,,2.81,5.0,6.0,0.56,10,7,Global,0.0,33178.9,0.84,,0.288,High Performance
CUST_928,26-35,15,Silver,Retail,Suriname,19167.02,59,Email,2025-03-08,Help Desk,Suggestion,False,71.3,4,2,0.91,Customer,2025-07-02,Process Optimization,Medium,24,40021.48,Low,False,Completed,2025-11-04,2025-11-05,58635.11,Exceeded Targets,1.1,3.0,3.0,0.64,4,5,Global,21083.72,23958.78,0.54,126.0,0.465,Medium Performance
CUST_929,55+,70,Basic,Technology,French Guiana,45032.4,27,Social Media,2025-03-23,Social Media,Complaint,True,64.2,4,2,0.23,Customer,2025-10-17,Product Improvement,Medium,15,61812.55,Medium,True,In Development,,,55445.15,,2.81,5.0,6.0,0.75,2,5,Regional,0.0,262689.0,0.41,,-0.103,Medium Performance
